Arrest_Year,Arrest_Month,EventID,ArrestID,PersonID,Perceived_Race,Sex,Age_group__at_arrest_,Youth_at_arrest__under_18_years,ArrestLocDiv,StripSearch,Booked,Occurrence_Category,Actions_at_arrest___Concealed_i,Actions_at_arrest___Combative__,Actions_at_arrest___Resisted__d,Actions_at_arrest___Mental_inst,Actions_at_arrest___Assaulted_o,Actions_at_arrest___Cooperative,SearchReason_CauseInjury,SearchReason_AssistEscape,SearchReason_PossessWeapons,SearchReason_PossessEvidence,ItemsFound,ObjectId
2021,Jan-Mar,1003737,6028389.0,301531,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Incident,0,0,0,0,0,1,,,,,,33857
2021,Oct-Dec,1054524,6010597.0,324134,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,1,LLA,0,1,0,0,0,0,,,,,,13647
2021,Jan-Mar,1014197,6002408.0,317970,Indigenous,M,Aged 25 to 34 years,Not a youth,53,1,1,Break and Enter,0,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,21647
2021,Apr-June,1021278,6017304.0,303195,Indigenous,M,,Not a youth,XX,0,0,Assault,0,1,0,0,0,0,,,,,,62814
2021,July-Sept,1001211,6016203.0,314703,Indigenous,F,Aged 35 to 44 years,Not a youth,55,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,43641
2021,July-Sept,1042847,6025168.0,320300,Indigenous,M,Aged 25 to 34 years,Not a youth,22,0,1,Assault,0,0,0,0,0,0,,,,,,45854
2021,Oct-Dec,1037865,6043293.0,329783,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Mischief,0,0,0,0,0,1,,,,,,65097
2021,Apr-June,1027019,6006872.0,335916,Indigenous,F,Aged 25 to 34 years,Not a youth,31,0,1,Assault,0,0,0,0,0,1,,,,,,6587
2021,July-Sept,1012639,6004592.0,318696,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Warrant,0,0,0,0,0,1,,,,,,18022
2021,Jan-Mar,1019885,6059401.0,307086,Indigenous,M,Aged 35 to 44 years,Not a youth,32,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,30248
2021,Jan-Mar,1057803,6051033.0,317788,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,10537
2021,Jan-Mar,1031614,6031146.0,325175,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,0,,,,,,48623
2021,July-Sept,1010231,6032925.0,303892,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,LLA,1,0,0,0,0,0,,,,,,35498
2021,July-Sept,1003446,6019720.0,336018,Indigenous,F,Aged 18 to 24 years,Not a youth,XX,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,61015
2021,Apr-June,1018816,6062648.0,321543,Indigenous,M,Aged 18 to 24 years,Not a youth,XX,0,1,LLA,0,0,0,0,0,0,,,,,,2638
2021,July-Sept,1050247,6024746.0,325445,Indigenous,M,Aged 35 to 44 years,Not a youth,14,0,1,Assault,0,0,0,0,0,0,,,,,,47579
2021,Oct-Dec,1019037,6035853.0,310375,Indigenous,M,Aged 35 to 44 years,Not a youth,13,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,4187
2021,Oct-Dec,1019142,6000935.0,321729,Indigenous,F,Aged 18 to 24 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,1,,,,,,26469
2021,Oct-Dec,1018343,6014551.0,306363,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,64627
2021,Oct-Dec,1029925,6010802.0,300726,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,8418
2021,July-Sept,1005815,6055270.0,318613,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,59165
2021,July-Sept,1023241,6030176.0,327917,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,13430
2021,Apr-June,1020638,6040561.0,329950,Indigenous,M,Aged 25 to 34 years,Not a youth,31,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,10764
2021,Apr-June,1028178,6053334.0,314703,Indigenous,F,Aged 35 to 44 years,Not a youth,42,1,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,43640
2021,July-Sept,1029131,6056058.0,336767,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Drug Related,0,0,0,0,0,0,,,,,,1704
2021,Jan-Mar,1054854,6060063.0,303242,Indigenous,M,Aged 35 to 44 years,Not a youth,54,0,1,Police Category - Administrative,0,0,0,0,0,0,,,,,,10699
2021,Apr-June,1033157,6056211.0,316175,Indigenous,M,Aged 18 to 24 years,Not a youth,XX,0,0,Mischief,0,0,0,0,0,0,,,,,,61972
2021,Jan-Mar,1050441,6001508.0,306509,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,54258
2021,July-Sept,1020661,6033578.0,337106,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,7385
2021,Jan-Mar,1045907,6017062.0,329175,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,1,Mischief,0,1,1,0,0,0,,,,,,31884
2021,July-Sept,1022004,6054100.0,301227,Indigenous,M,Aged 18 to 24 years,Not a youth,XX,0,0,Police Category - Incident,0,0,0,0,0,0,,,,,,61678
2021,Apr-June,1056773,6015398.0,319015,Indigenous,M,Aged 25 to 34 years,Not a youth,54,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,58962
2021,Jan-Mar,1049039,6037721.0,323207,Indigenous,M,Aged 25 to 34 years,Not a youth,42,0,0,Mischief,0,0,0,0,0,0,,,,,,23580
2021,July-Sept,1023229,6003441.0,315161,Indigenous,M,Aged 35 to 44 years,Not a youth,52,0,1,Weapons,0,0,0,0,0,0,,,,,,5657
2021,Jan-Mar,1053672,6002983.0,310375,Indigenous,M,Aged 25 to 34 years,Not a youth,31,0,1,FTA/FTC/Compliance Check/Parollee,0,0,1,1,0,0,,,,,,4395
2021,Apr-June,1052531,6041393.0,300374,Indigenous,M,Aged 35 to 44 years,Not a youth,14,0,1,Robbery/Theft,0,0,0,0,0,1,,,,,,22447
2021,Jan-Mar,1017975,6059409.0,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,22,0,1,LLA,0,0,0,0,0,1,,,,,,11076
2021,Oct-Dec,1049953,6046850.0,329909,Indigenous,F,Aged 45 to 54 years,Not a youth,52,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,46054
2021,Apr-June,1041658,6043299.0,307086,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,1,LLA,0,1,0,0,0,0,,,,,,30249
2021,July-Sept,1022814,6016988.0,336018,Indigenous,F,Aged 18 to 24 years,Not a youth,XX,0,1,Police Category - Administrative,0,0,0,1,0,0,,,,,,61016
2021,July-Sept,1014313,6048653.0,307906,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,0,,,,,,22840
2021,Apr-June,1020246,6007631.0,300363,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Break and Enter,0,0,0,0,0,0,,,,,,60066
2021,July-Sept,1049938,6047346.0,301124,Indigenous,M,Aged 45 to 54 years,Not a youth,14,0,1,Assault,0,0,0,0,0,0,,,,,,16845
2021,July-Sept,1015480,6055406.0,302471,Indigenous,M,Aged 25 to 34 years,Not a youth,13,0,1,Weapons,0,0,0,0,0,1,,,,,,41108
2021,Apr-June,1056504,6034135.0,310375,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,4399
2021,Jan-Mar,1055150,6029389.0,305559,Indigenous,M,Aged 45 to 54 years,Not a youth,43,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,18163
2021,Jan-Mar,1023485,6054433.0,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,Assault,0,1,1,0,0,0,,,,,,11079
2021,Jan-Mar,1003373,6056966.0,316154,Indigenous,F,Aged 55 to 64 years,Not a youth,XX,0,1,Drug Related,0,0,0,0,0,1,,,,,,3599
2021,Oct-Dec,1032500,6048438.0,328581,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,27329
2021,Jan-Mar,1029296,6002896.0,307086,Indigenous,M,Aged 35 to 44 years,Not a youth,32,0,1,Assault,0,0,0,0,0,0,,,,,,30247
2021,Oct-Dec,1018175,6060030.0,318683,Indigenous,M,Aged 25 to 34 years,Not a youth,14,0,1,Assault,0,0,0,0,0,1,,,,,,28681
2021,Apr-June,1048845,6007357.0,330702,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,9577
2021,July-Sept,1025969,6037063.0,317788,Indigenous,F,Aged 45 to 54 years,Not a youth,52,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,10541
2021,Jan-Mar,1046396,6000857.0,311824,Indigenous,M,Aged 45 to 54 years,Not a youth,52,0,1,Robbery/Theft,0,0,0,0,0,0,,,,,,57238
2021,Oct-Dec,1001209,6012817.0,322578,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,4512
2021,Oct-Dec,1020195,6055985.0,307644,Indigenous,M,Aged 35 to 44 years,Not a youth,11,0,0,Harassment/Threatening,0,0,0,0,0,0,,,,,,28585
2021,Jan-Mar,1059723,6063928.0,303892,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,0,,,,,,35492
2021,Oct-Dec,1040843,6047026.0,303255,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,Drug Related,0,0,0,0,0,0,,,,,,41244
2021,Jan-Mar,1006179,6027130.0,306882,Indigenous,F,Aged 45 to 54 years,Not a youth,52,0,1,Police Category - Administrative,0,0,0,0,0,0,,,,,,19972
2021,Jan-Mar,1004960,6042078.0,306882,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,19971
2021,Oct-Dec,1054283,6030005.0,335401,Indigenous,M,Aged 18 to 24 years,Not a youth,52,0,1,Warrant,0,0,0,0,0,0,,,,,,65255
2021,Apr-June,1018261,6027119.0,325471,Indigenous,F,Aged 35 to 44 years,Not a youth,51,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,61605
2021,Jan-Mar,1013877,6030605.0,302968,Indigenous,M,Aged 25 to 34 years,Not a youth,52,0,1,LLA,0,0,0,0,0,0,,,,,,61567
2021,Oct-Dec,1044162,6058619.0,323187,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,41853
2021,Jan-Mar,1043740,6061781.0,325984,Indigenous,M,Aged 25 to 34 years,Not a youth,23,0,0,Break and Enter,0,0,0,0,0,1,,,,,,56918
2021,July-Sept,1018354,6045746.0,303892,Indigenous,M,Aged 35 to 44 years,Not a youth,52,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,35499
2021,July-Sept,1039144,6061641.0,300374,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,1,,,,,,22549
2021,July-Sept,1002521,6040688.0,327493,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,14409
2021,Jan-Mar,1015330,6046151.0,334835,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Mischief,0,0,0,0,0,0,,,,,,14877
2021,Jan-Mar,1022285,6057705.0,310375,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,1,0,0,0,,,,,,4393
2021,Oct-Dec,1003385,6029670.0,303945,Indigenous,M,Aged 65 years and older,Not a youth,14,0,1,Robbery/Theft,0,0,0,0,0,1,,,,,,20330
2021,Apr-June,1004347,6020073.0,307769,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,57450
2021,Oct-Dec,1040634,6024027.0,314559,Indigenous,F,Aged 25 to 34 years,Not a youth,55,1,1,FTA/FTC/Compliance Check/Parollee,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,9837
2021,Apr-June,1056228,6062208.0,322332,Indigenous,M,Aged 25 to 34 years,Not a youth,31,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,34445
2021,Oct-Dec,1043648,6023021.0,321871,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,11190
2021,Oct-Dec,1051558,6056686.0,317754,Indigenous,M,Aged 45 to 54 years,Not a youth,41,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,19679
2021,Jan-Mar,1051564,6057157.0,306521,Indigenous,F,Aged 17 years and under,Youth (aged 17 years and under),XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,61124
2021,Jan-Mar,1004845,6041312.0,330239,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Mental Health,0,1,0,1,1,0,,,,,,14357
2021,July-Sept,1016806,6047601.0,330542,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,9214
2021,July-Sept,1024297,6025452.0,331773,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Vehicle Related,0,0,0,0,0,0,,,,,,35581
2021,Jan-Mar,1016500,6054294.0,317331,Indigenous,M,Aged 25 to 34 years,Not a youth,52,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,43977
2021,July-Sept,1045400,6023973.0,328507,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Incident,0,0,0,0,0,0,,,,,,25864
2021,Oct-Dec,1004186,6051385.0,317600,Indigenous,M,Aged 35 to 44 years,Not a youth,43,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,4620
2021,Oct-Dec,1020836,6044777.0,301124,Indigenous,M,Aged 45 to 54 years,Not a youth,14,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,16846
2021,July-Sept,1012625,6038080.0,331111,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,51483
2021,Apr-June,1037024,6004440.0,300117,Indigenous,M,Aged 18 to 24 years,Not a youth,11,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,21421
2021,Oct-Dec,1034134,6064022.0,304027,Indigenous,F,Aged 55 to 64 years,Not a youth,XX,0,0,Harassment/Threatening,0,0,0,0,0,0,,,,,,20513
2021,Apr-June,1058998,6026824.0,304027,Indigenous,F,Aged 55 to 64 years,Not a youth,11,0,0,Police Category - Incident,0,0,0,0,0,0,,,,,,20505
2021,July-Sept,1051637,6026088.0,313970,Indigenous,F,Aged 35 to 44 years,Not a youth,52,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,36737
2021,Jan-Mar,1009002,6025536.0,301119,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,1,,,,,,41242
2021,Jan-Mar,1049661,6049330.0,328411,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,Harassment/Threatening,0,0,0,0,0,0,,,,,,17805
2021,Jan-Mar,1022064,6034268.0,323702,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,31315
2021,Apr-June,1055189,6018206.0,310802,Indigenous,F,Aged 18 to 24 years,Not a youth,14,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,60953
2021,Jan-Mar,1043371,6016122.0,325211,Indigenous,M,Aged 35 to 44 years,Not a youth,13,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,29845
2021,Jan-Mar,1055082,6036669.0,317168,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,47152
2021,Apr-June,1005012,6040228.0,315132,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,0,,,,,,30638
2021,Oct-Dec,1057117,6015925.0,314610,Indigenous,M,Aged 45 to 54 years,Not a youth,42,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,17307
2021,Jan-Mar,1052139,6014145.0,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,54,0,1,LLA,0,1,0,1,1,0,,,,,,11074
2021,Jan-Mar,1019365,6031216.0,317168,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,47151
2021,Oct-Dec,1057627,6049131.0,300293,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,12938
2021,Apr-June,1013222,6038354.0,317818,Indigenous,M,Aged 25 to 34 years,Not a youth,52,0,1,Assault,0,0,0,0,0,0,,,,,,62705
2021,Apr-June,1001920,6050516.0,321130,Indigenous,F,Aged 18 to 24 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,34992
2021,Jan-Mar,1019932,6000684.0,331228,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,LLA,0,0,1,0,0,0,,,,,,35426
2021,Oct-Dec,1015153,6045027.0,317235,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Mischief,0,0,0,0,0,0,,,,,,64010
2021,July-Sept,1045554,6004330.0,335176,Indigenous,M,Aged 25 to 34 years,Not a youth,55,0,1,Assault,0,1,0,0,1,0,,,,,,5735
2021,Oct-Dec,1014122,6057481.0,319851,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,LLA,0,0,0,1,0,0,,,,,,17882
2021,July-Sept,1029726,6063381.0,304027,Indigenous,F,Aged 55 to 64 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,20507
2021,July-Sept,1008400,6008140.0,329674,Indigenous,F,Aged 18 to 24 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,53593
2021,Jan-Mar,1046328,6041452.0,303892,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,LLA,0,0,0,0,0,0,,,,,,35489
2021,Oct-Dec,1002792,6042998.0,300637,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,1,0,0,0,,,,,,11964
2021,Oct-Dec,1053039,6015314.0,335497,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,0,,,,,,15813
2021,Apr-June,1000293,6061859.0,313158,Indigenous,M,Aged 35 to 44 years,Not a youth,52,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,4775
2021,July-Sept,1008538,6015648.0,321304,Indigenous,M,Aged 18 to 24 years,Not a youth,55,0,1,LLA,0,0,0,0,0,0,,,,,,57934
2021,Oct-Dec,1016058,6021938.0,323187,Indigenous,F,Aged 25 to 34 years,Not a youth,32,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,41852
2021,Apr-June,1030204,6063052.0,324494,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Impaired,0,0,0,0,0,0,,,,,,59416
2021,Apr-June,1023414,6033249.0,300726,Indigenous,M,Aged 45 to 54 years,Not a youth,XX,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,8416
2021,Jan-Mar,1000042,6057935.0,329723,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,1,,,,,,40476
2021,July-Sept,1002352,6048383.0,332958,Indigenous,M,Aged 45 to 54 years,Not a youth,14,0,1,Sexual Related Crime,0,0,0,0,0,0,,,,,,34504
2021,Oct-Dec,1035400,6063544.0,300374,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,22578
2021,Jan-Mar,1033087,6013571.0,326909,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,1,,,,,,4308
2021,July-Sept,1026217,6030386.0,333484,Indigenous,M,Aged 18 to 24 years,Not a youth,XX,0,1,LLA,0,1,0,0,0,0,,,,,,32774
2021,Jan-Mar,1023382,6062703.0,307769,Indigenous,M,Aged 35 to 44 years,Not a youth,53,0,0,Robbery/Theft,0,0,0,0,0,1,,,,,,57449
2021,Jan-Mar,1051487,6012187.0,323187,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,41831
2021,Jan-Mar,1037969,6019445.0,312878,Indigenous,M,Aged 25 to 34 years,Not a youth,12,0,1,Assault,0,0,1,0,0,0,,,,,,61348
2021,July-Sept,1037453,6064637.0,324976,Indigenous,M,Aged 55 to 64 years,Not a youth,XX,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,19024
2021,Apr-June,1025026,6024270.0,325478,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Mischief,0,0,0,0,0,0,,,,,,13090
2021,July-Sept,1041480,6053531.0,317134,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,Weapons,0,0,0,0,0,1,,,,,,62197
2021,Apr-June,1001125,6026911.0,304209,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,3676
2021,July-Sept,1002264,6025716.0,320300,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,45835
2021,Oct-Dec,1022577,6021035.0,319346,Indigenous,M,Aged 25 to 34 years,Not a youth,22,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,62931
2021,July-Sept,1048155,6011502.0,300924,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,Break and Enter,0,0,0,0,0,0,,,,,,21623
2021,Apr-June,1004931,6045625.0,310253,Indigenous,M,Aged 18 to 24 years,Not a youth,12,0,1,FTA/FTC/Compliance Check/Parollee,0,1,1,1,0,0,,,,,,41364
2021,Oct-Dec,1043131,6006620.0,329783,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Weapons,0,0,0,0,0,0,,,,,,65096
2021,Jan-Mar,1049788,6054765.0,323429,Indigenous,M,Aged 25 to 34 years,Not a youth,43,0,1,Harassment/Threatening,0,0,0,0,0,1,,,,,,27865
2021,July-Sept,1022829,6020190.0,314074,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,1,Police Category - Administrative,0,0,0,1,0,1,,,,,,11084
2021,Apr-June,1034204,6008094.0,308886,Indigenous,F,Aged 25 to 34 years,Not a youth,XX,0,0,LLA,0,0,1,0,0,0,,,,,,2720
2021,Apr-June,1057659,6042830.0,321543,Indigenous,M,Aged 18 to 24 years,Not a youth,14,0,1,Assault,0,0,0,0,0,0,,,,,,2639
2021,Oct-Dec,1007117,6064370.0,325919,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Warrant,0,0,0,0,0,1,,,,,,47024
2021,Apr-June,1047109,6043445.0,302471,Indigenous,M,Aged 25 to 34 years,Not a youth,55,0,1,Assault,0,0,0,1,0,0,,,,,,41107
2021,Apr-June,1057036,6046980.0,321130,Indigenous,F,Aged 18 to 24 years,Not a youth,51,0,1,Weapons,0,1,0,1,0,1,,,,,,35010
2021,July-Sept,1003591,6018098.0,336891,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,Assault,0,0,0,0,0,0,,,,,,48716
2021,Apr-June,1030626,6058431.0,309493,Indigenous,F,Aged 35 to 44 years,Not a youth,14,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,6372
2021,July-Sept,1053012,6063098.0,302289,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Incident,0,0,0,0,0,0,,,,,,4647
2021,Apr-June,1001735,6021624.0,328912,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,42527
2021,Jan-Mar,1019199,6048085.0,316200,Indigenous,F,Aged 35 to 44 years,Not a youth,XX,1,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0,45753
2021,Oct-Dec,1012430,6045683.0,323021,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Assault,0,0,0,0,0,0,,,,,,5141
2021,Jan-Mar,1022059,6000496.0,327433,Indigenous,M,Aged 55 to 64 years,Not a youth,42,0,1,Harassment/Threatening,0,0,0,0,0,0,,,,,,35069
2021,July-Sept,1005636,6039459.0,329909,Indigenous,F,Aged 45 to 54 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,46052
2021,Apr-June,1017137,6046428.0,306905,Indigenous,M,Aged 35 to 44 years,Not a youth,43,0,1,Police Category - Administrative,0,0,0,0,0,1,,,,,,18089
2021,Oct-Dec,1025783,6032219.0,309504,Indigenous,M,Aged 18 to 24 years,Not a youth,XX,0,0,Police Category - Incident,0,0,0,0,0,1,,,,,,34838
2021,Jan-Mar,1042378,6004417.0,319882,Indigenous,F,Aged 17 years and under,Youth (aged 17 years and under),XX,0,0,Weapons,0,0,0,0,0,0,,,,,,60516
2021,Apr-June,1054061,6007974.0,318432,Indigenous,M,Aged 25 to 34 years,Not a youth,51,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,24969
2021,July-Sept,1037244,6015769.0,303061,Indigenous,M,Aged 35 to 44 years,Not a youth,51,0,1,Police Category - Administrative,0,0,0,1,0,1,,,,,,414
2021,Apr-June,1026292,6004761.0,310375,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,0,,,,,,4056
2021,Jan-Mar,1015298,6006894.0,316093,Indigenous,M,Aged 25 to 34 years,Not a youth,54,0,0,Mischief,0,0,0,1,0,0,,,,,,26755
2021,Oct-Dec,1007756,6027935.0,324284,Indigenous,M,Aged 35 to 44 years,Not a youth,XX,0,0,Police Category - Administrative,0,0,0,0,0,0,,,,,,30561
2021,July-Sept,1040655,6015884.0,327433,Indigenous,M,Aged 55 to 64 years,Not a youth,22,0,0,Harassment/Threatening,0,0,0,0,0,1,,,,,,35073
2021,Jan-Mar,1053927,6056122.0,330822,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,0,Weapons,0,0,0,0,0,0,,,,,,23935
2021,July-Sept,1046904,6032172.0,335176,Indigenous,M,Aged 25 to 34 years,Not a youth,XX,0,1,Police Category - Administrative,0,0,0,0,0,0,,,,,,5736
2021,Oct-Dec,1029543,6038423.0,323429,Indigenous,M,Aged 25 to 34 years,Not a youth,43,0,1,FTA/FTC/Compliance Check/Parollee,0,0,0,0,0,1,,,,,,27866
